state,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,UP,RIGHT,DOWN,LEFT,WAIT,BOMB,best_action,best_q_value
"('BOMBING', 'HERE', 3, 'ATTACK', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,3,ATTACK,UNNECESSARY,LEFT,0.98940337,0.05247888,-0.101,-0.07651864,-0.04618426,-0.009191453,UP,0.98940337
"('BOMBING', 'UP', 15, 'ATTACK', 'UNNECESSARY', 'BOMB')",BOMBING,UP,15,ATTACK,UNNECESSARY,BOMB,0.0,0.0,0.0059402836,0.0,0.0,0.0,DOWN,0.0059402836
"('NONE', 'NONE', 14, 'ATTACK', 'UNNECESSARY', 'UP')",NONE,NONE,14,ATTACK,UNNECESSARY,UP,-0.090182215,0.0,-0.026368558,0.0,0.0,0.8660505,BOMB,0.8660505
"('NONE', 'NONE', 7, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",NONE,NONE,7,UNAVAILABLE,UNNECESSARY,DOWN,0.06780908,-0.09152836,0.0,-0.21785516,-0.051,0.0,UP,0.06780908
"('ESCAPE', 'UP', 5, 'ATTACK', 'UNNECESSARY', 'WAIT')",ESCAPE,UP,5,ATTACK,UNNECESSARY,WAIT,-0.00130951,0.0,-0.0040836,0.0,-0.051,0.49296516,BOMB,0.49296516
"('NONE', 'NONE', 7, 'USELESS', 'UNNECESSARY', 'UP')",NONE,NONE,7,USELESS,UNNECESSARY,UP,0.080051795,0.52741486,-0.028651912,-0.20236474,-0.096058294,-0.10824433,RIGHT,0.52741486
"('NONE', 'NONE', 7, 'USELESS', 'UNNECESSARY', 'WAIT')",NONE,NONE,7,USELESS,UNNECESSARY,WAIT,-0.0017585058,0.33248904,-0.0019906578,-0.10212451,-0.051,-0.063612886,RIGHT,0.33248904
"('COIN', 'DOWN', 14, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",COIN,DOWN,14,GOOD_HIGH,UNNECESSARY,LEFT,-0.101,-0.021600908,0.0,1.0666239,0.0,0.0,LEFT,1.0666239
"('ESCAPE', 'RIGHT', 10, 'ATTACK', 'UNNECESSARY', 'BOMB')",ESCAPE,RIGHT,10,ATTACK,UNNECESSARY,BOMB,0.0,0.0,-0.101,0.0,0.0,0.0,UP,0.0
"('BOMBING', 'RIGHT', 2, 'USELESS', 'UNNECESSARY', 'DOWN')",BOMBING,RIGHT,2,USELESS,UNNECESSARY,DOWN,0.0,0.114485115,0.0,-0.501,-0.035560157,0.0,RIGHT,0.114485115
"('ESCAPE', 'LEFT', 12, 'UNAVAILABLE', 'UNSAFE', 'BOMB')",ESCAPE,LEFT,12,UNAVAILABLE,UNSAFE,BOMB,0.0,0.0,0.45549917,0.0,0.0,0.0,DOWN,0.45549917
"('BOMBING', 'HERE', 7, 'GOOD_HIGH', 'UNNECESSARY', 'BOMB')",BOMBING,HERE,7,GOOD_HIGH,UNNECESSARY,BOMB,0.0,0.0,0.0,-0.04489631,0.0,0.0,UP,0.0
"('COIN', 'UP', 1, 'ATTACK', 'UNNECESSARY', 'LEFT')",COIN,UP,1,ATTACK,UNNECESSARY,LEFT,0.0,0.0,-0.021893298,0.0,-0.051,0.0,UP,0.0
"('ESCAPE', 'LEFT', 13, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",ESCAPE,LEFT,13,GOOD_HIGH,UNNECESSARY,UP,0.0,0.0,-0.001,0.0,0.0,0.0,UP,0.0
"('ESCAPE', 'UP', 1, 'GOOD_LOW', 'UNSAFE', 'DOWN')",ESCAPE,UP,1,GOOD_LOW,UNSAFE,DOWN,0.056817845,-0.194771,-0.501,-0.501,-0.1810815,-0.1638297,UP,0.056817845
"('ESCAPE', 'LEFT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",ESCAPE,LEFT,10,UNAVAILABLE,UNNECESSARY,RIGHT,0.0,0.5628404,-0.101,-0.003891483,-0.051,-0.101,RIGHT,0.5628404
"('ESCAPE', 'LEFT', 8, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",ESCAPE,LEFT,8,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0,0.15865262,BOMB,0.15865262
"('ESCAPE', 'RIGHT', 15, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",ESCAPE,RIGHT,15,UNAVAILABLE,UNNECESSARY,UP,0.0,0.0,0.0,0.6474779,0.0,0.0,LEFT,0.6474779
"('COIN', 'UP', 1, 'ATTACK', 'UNNECESSARY', 'WAIT')",COIN,UP,1,ATTACK,UNNECESSARY,WAIT,0.0,-0.101,0.0,0.0,0.0,0.47565255,BOMB,0.47565255
"('COIN', 'UP', 5, 'ATTACK', 'UNNECESSARY', 'RIGHT')",COIN,UP,5,ATTACK,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.0,-0.051,0.24023014,BOMB,0.24023014
"('COIN', 'LEFT', 13, 'ATTACK', 'UNNECESSARY', 'DOWN')",COIN,LEFT,13,ATTACK,UNNECESSARY,DOWN,0.0,0.0,0.0,0.0,0.0,1.2795303,BOMB,1.2795303
"('ESCAPE', 'RIGHT', 10, 'GOOD_HIGH', 'UNSAFE', 'RIGHT')",ESCAPE,RIGHT,10,GOOD_HIGH,UNSAFE,RIGHT,-0.501,0.337847,-0.601,-0.0022539408,-0.501,-0.9519,RIGHT,0.337847
"('COIN', 'UP', 4, 'GOOD_LOW', 'UNNECESSARY', 'UP')",COIN,UP,4,GOOD_LOW,UNNECESSARY,UP,0.0,0.0,0.0,0.0,0.0,0.91803837,BOMB,0.91803837
"('COIN', 'UP', 13, 'ATTACK', 'UNNECESSARY', 'LEFT')",COIN,UP,13,ATTACK,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('BOMBING', 'RIGHT', 11, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,RIGHT,11,UNAVAILABLE,UNNECESSARY,DOWN,0.0,0.0,0.0,0.902581,-0.051,0.0,LEFT,0.902581
"('ESCAPE', 'UP', 13, 'USELESS', 'UNNECESSARY', 'RIGHT')",ESCAPE,UP,13,USELESS,UNNECESSARY,RIGHT,0.0,0.0,0.46950307,0.0,0.0,-0.05991528,DOWN,0.46950307
"('COIN', 'LEFT', 9, 'UNSAFE', 'UNNECESSARY', 'DOWN')",COIN,LEFT,9,UNSAFE,UNNECESSARY,DOWN,-0.032245807,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('ESCAPE', 'RIGHT', 15, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",ESCAPE,RIGHT,15,UNAVAILABLE,UNNECESSARY,LEFT,0.0,0.80102575,0.0,0.0,0.0,0.0,RIGHT,0.80102575
"('COIN', 'LEFT', 2, 'ATTACK', 'UNNECESSARY', 'UP')",COIN,LEFT,2,ATTACK,UNNECESSARY,UP,0.0,0.0,0.0,-0.501,0.0,0.0,UP,0.0
"('ESCAPE', 'LEFT', 8, 'ATTACK', 'UNNECESSARY', 'UP')",ESCAPE,LEFT,8,ATTACK,UNNECESSARY,UP,-0.101,-0.101,0.0,-0.001,-0.051,1.034669,BOMB,1.034669
"('ESCAPE', 'UP', 11, 'ATTACK', 'UNNECESSARY', 'LEFT')",ESCAPE,UP,11,ATTACK,UNNECESSARY,LEFT,1.0237159,-0.001,0.0,-0.001,0.0,0.0,UP,1.0237159
"('ESCAPE', 'LEFT', 10, 'USELESS', 'UNNECESSARY', 'UP')",ESCAPE,LEFT,10,USELESS,UNNECESSARY,UP,0.0,-0.001,0.0,0.0,-0.051,0.0,UP,0.0
"('ESCAPE', 'LEFT', 9, 'ATTACK', 'UNNECESSARY', 'RIGHT')",ESCAPE,LEFT,9,ATTACK,UNNECESSARY,RIGHT,0.0,0.0,0.0,0.33570763,0.0,0.0,LEFT,0.33570763
"('NONE', 'NONE', 1, 'USELESS', 'UNNECESSARY', 'DOWN')",NONE,NONE,1,USELESS,UNNECESSARY,DOWN,0.3076088,-0.101,-0.501,-0.10125345,-0.09109073,-0.09848018,UP,0.3076088
"('NONE', 'NONE', 1, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",NONE,NONE,1,UNAVAILABLE,UNNECESSARY,WAIT,0.5469961,-0.101,0.0,0.0,0.0,0.0,UP,0.5469961
"('NONE', 'NONE', 15, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",NONE,NONE,15,UNAVAILABLE,UNNECESSARY,DOWN,0.0,0.044111703,0.0,0.41552812,-0.08662183,0.0,LEFT,0.41552812
"('NONE', 'NONE', 13, 'ATTACK', 'UNNECESSARY', 'RIGHT')",NONE,NONE,13,ATTACK,UNNECESSARY,RIGHT,0.033023853,0.0,0.05646533,0.045450278,0.0,1.1551696,BOMB,1.1551696
"('NONE', 'NONE', 5, 'ATTACK', 'UNNECESSARY', 'DOWN')",NONE,NONE,5,ATTACK,UNNECESSARY,DOWN,0.1661325,-0.2520895,0.10408483,-0.25475585,0.0012167623,1.2780546,BOMB,1.2780546
"('NONE', 'NONE', 1, 'ATTACK', 'UNNECESSARY', 'LEFT')",NONE,NONE,1,ATTACK,UNNECESSARY,LEFT,0.0,0.0,0.0,0.0,0.0,1.0245048,BOMB,1.0245048
"('COIN', 'DOWN', 13, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",COIN,DOWN,13,GOOD_HIGH,UNNECESSARY,UP,0.0,0.0,0.0,0.0,-0.040344894,1.2214128,BOMB,1.2214128
"('BOMBING', 'RIGHT', 7, 'ATTACK', 'UNNECESSARY', 'DOWN')",BOMBING,RIGHT,7,ATTACK,UNNECESSARY,DOWN,0.0,0.0,0.090271674,-0.10070296,0.0,1.2287027,BOMB,1.2287027
"('ESCAPE', 'UP', 13, 'GOOD_LOW', 'UNSAFE', 'UP')",ESCAPE,UP,13,GOOD_LOW,UNSAFE,UP,0.110985726,-0.501,-0.001,0.0,-0.501,-0.501,UP,0.110985726
"('ESCAPE', 'UP', 15, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",ESCAPE,UP,15,UNAVAILABLE,UNNECESSARY,DOWN,1.1924181,-0.001,0.0,0.065259226,-0.0046004653,-0.084884904,UP,1.1924181
"('BOMBING', 'DOWN', 6, 'ATTACK', 'UNNECESSARY', 'LEFT')",BOMBING,DOWN,6,ATTACK,UNNECESSARY,LEFT,0.0,0.36569807,0.0,0.0,-0.051,0.0,RIGHT,0.36569807
"('ESCAPE', 'UP', 11, 'ATTACK', 'UNSAFE', 'RIGHT')",ESCAPE,UP,11,ATTACK,UNSAFE,RIGHT,-0.001,-0.001,0.0,0.29418606,-0.501,0.0,LEFT,0.29418606
"('COIN', 'LEFT', 0, 'UNSAFE', 'NECESSARY', 'DOWN')",COIN,LEFT,0,UNSAFE,NECESSARY,DOWN,0.0,-0.0062921653,-0.101,-0.501,0.0,0.0,UP,0.0
"('ESCAPE', 'LEFT', 13, 'ATTACK', 'UNNECESSARY', 'DOWN')",ESCAPE,LEFT,13,ATTACK,UNNECESSARY,DOWN,0.0,0.0,0.0,0.49803963,-0.051,0.0,LEFT,0.49803963
"('ESCAPE', 'LEFT', 13, 'ATTACK', 'UNNECESSARY', 'WAIT')",ESCAPE,LEFT,13,ATTACK,UNNECESSARY,WAIT,-0.001,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('ESCAPE', 'DOWN', 4, 'ATTACK', 'UNSAFE', 'UP')",ESCAPE,DOWN,4,ATTACK,UNSAFE,UP,-0.3307889,-0.601,0.019144792,-0.601,-0.07297452,-0.35322022,DOWN,0.019144792
"('BOMBING', 'HERE', 9, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,9,UNAVAILABLE,UNNECESSARY,LEFT,0.0,-1.201,0.0,0.6352218,0.0,0.0,LEFT,0.6352218
"('COIN', 'DOWN', 10, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",COIN,DOWN,10,UNAVAILABLE,UNNECESSARY,UP,0.0,0.0,0.0,1.0825295,0.0,-0.24716201,LEFT,1.0825295
"('COIN', 'DOWN', 14, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",COIN,DOWN,14,UNAVAILABLE,UNNECESSARY,BOMB,0.0,0.0,0.0,0.25942075,0.0,0.0,LEFT,0.25942075
"('ESCAPE', 'RIGHT', 11, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",ESCAPE,RIGHT,11,GOOD_LOW,UNNECESSARY,DOWN,0.0,0.0,0.0,0.0,0.0,0.7320465,BOMB,0.7320465
"('COIN', 'DOWN', 1, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",COIN,DOWN,1,UNAVAILABLE,UNNECESSARY,WAIT,0.0065090233,0.0,0.0,-0.09800068,0.2243114,0.0,WAIT,0.2243114
"('NONE', 'NONE', 11, 'USELESS', 'UNNECESSARY', 'DOWN')",NONE,NONE,11,USELESS,UNNECESSARY,DOWN,0.1492672,0.59814304,-0.11630002,0.23421188,-0.16455272,-0.18432468,RIGHT,0.59814304
"('NONE', 'NONE', 7, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",NONE,NONE,7,UNAVAILABLE,UNNECESSARY,UP,0.43524298,0.0,0.009882995,-0.0021926342,-0.0969,-0.101,UP,0.43524298
"('NONE', 'NONE', 7, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",NONE,NONE,7,UNAVAILABLE,UNNECESSARY,WAIT,-0.0015942894,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('NONE', 'NONE', 7, 'USELESS', 'UNNECESSARY', 'DOWN')",NONE,NONE,7,USELESS,UNNECESSARY,DOWN,-0.046008516,0.5656134,0.0023779497,-0.10144006,-0.07840358,-0.05882094,RIGHT,0.5656134
"('NONE', 'NONE', 7, 'USELESS', 'UNNECESSARY', 'LEFT')",NONE,NONE,7,USELESS,UNNECESSARY,LEFT,0.010909427,-0.052836806,0.4482631,-0.101,-0.18181603,-0.15886346,DOWN,0.4482631
"('NONE', 'NONE', 6, 'USELESS', 'UNNECESSARY', 'UP')",NONE,NONE,6,USELESS,UNNECESSARY,UP,-0.101,0.054350138,-0.053118672,-0.101,-0.051,-0.04876534,RIGHT,0.054350138
"('NONE', 'NONE', 14, 'USELESS', 'UNNECESSARY', 'WAIT')",NONE,NONE,14,USELESS,UNNECESSARY,WAIT,-0.07899178,-0.00242308,-0.0018963645,-0.0030867525,0.0,0.0,WAIT,0.0
"('ESCAPE', 'UP', 7, 'USELESS', 'UNNECESSARY', 'LEFT')",ESCAPE,UP,7,USELESS,UNNECESSARY,LEFT,0.0,0.021896783,0.55584836,0.0,0.0,-0.119543664,DOWN,0.55584836
"('BOMBING', 'DOWN', 5, 'ATTACK', 'UNNECESSARY', 'LEFT')",BOMBING,DOWN,5,ATTACK,UNNECESSARY,LEFT,0.0,-0.1007371,0.0,0.0,0.0,0.31290752,BOMB,0.31290752
"('BOMBING', 'HERE', 12, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,HERE,12,UNAVAILABLE,UNNECESSARY,DOWN,-1.201,0.0,0.98824394,0.0,-0.051,0.0,DOWN,0.98824394
"('BOMBING', 'HERE', 13, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",BOMBING,HERE,13,UNAVAILABLE,UNNECESSARY,WAIT,0.0,0.0,0.10398221,0.0,0.0,0.0,DOWN,0.10398221
"('COIN', 'UP', 1, 'USELESS', 'UNNECESSARY', 'UP')",COIN,UP,1,USELESS,UNNECESSARY,UP,1.2431052,-0.08047595,-0.501,0.0,0.093632035,-0.039962653,UP,1.2431052
"('BOMBING', 'HERE', 15, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,HERE,15,UNAVAILABLE,UNNECESSARY,DOWN,0.0,0.0,0.8734163,0.0,0.0,-0.101,DOWN,0.8734163
"('BOMBING', 'HERE', 15, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",BOMBING,HERE,15,UNAVAILABLE,UNNECESSARY,WAIT,0.0,0.0,0.0,0.0,0.0,-0.101,UP,0.0
"('BOMBING', 'HERE', 15, 'ATTACK', 'UNNECESSARY', 'BOMB')",BOMBING,HERE,15,ATTACK,UNNECESSARY,BOMB,0.0,0.0,0.0,0.0,0.0,0.16733634,BOMB,0.16733634
"('BOMBING', 'DOWN', 7, 'ATTACK', 'UNNECESSARY', 'WAIT')",BOMBING,DOWN,7,ATTACK,UNNECESSARY,WAIT,0.0,0.057029594,0.0,-0.101,0.0,0.0,RIGHT,0.057029594
"('BOMBING', 'HERE', 15, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,15,UNAVAILABLE,UNNECESSARY,LEFT,0.0,0.0,0.8538376,0.0,0.0,0.0,DOWN,0.8538376
"('ESCAPE', 'LEFT', 9, 'ATTACK', 'UNNECESSARY', 'UP')",ESCAPE,LEFT,9,ATTACK,UNNECESSARY,UP,0.0091073485,0.0,0.0,-0.001,0.0,0.0,UP,0.0091073485
"('ESCAPE', 'LEFT', 8, 'ATTACK', 'UNNECESSARY', 'LEFT')",ESCAPE,LEFT,8,ATTACK,UNNECESSARY,LEFT,-0.059637785,-0.1083003,-0.14605416,0.07717382,-0.051,-0.4608815,LEFT,0.07717382
"('ESCAPE', 'UP', 7, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",ESCAPE,UP,7,GOOD_LOW,UNNECESSARY,LEFT,0.09745674,0.0,0.0,0.0,0.0,0.65127695,BOMB,0.65127695
"('BOMBING', 'DOWN', 1, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",BOMBING,DOWN,1,GOOD_LOW,UNNECESSARY,DOWN,0.13261998,-0.101,0.0,-0.101,0.0,0.0,UP,0.13261998
"('BOMBING', 'DOWN', 1, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",BOMBING,DOWN,1,GOOD_LOW,UNNECESSARY,LEFT,-0.011,0.0,0.0,0.0,0.0,0.0,RIGHT,0.0
"('BOMBING', 'DOWN', 15, 'GOOD_LOW', 'UNNECESSARY', 'UP')",BOMBING,DOWN,15,GOOD_LOW,UNNECESSARY,UP,0.0,0.0,0.71620405,0.0,-0.0470653,0.0,DOWN,0.71620405
"('NONE', 'NONE', 14, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",NONE,NONE,14,UNAVAILABLE,UNNECESSARY,UP,-0.17855999,0.39762583,0.0,0.0,-0.051,0.0,RIGHT,0.39762583
"('NONE', 'NONE', 14, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",NONE,NONE,14,UNAVAILABLE,UNNECESSARY,WAIT,0.0,0.0032055487,-0.0021944188,0.0,0.0,0.0,RIGHT,0.0032055487
"('NONE', 'NONE', 3, 'USELESS', 'UNNECESSARY', 'LEFT')",NONE,NONE,3,USELESS,UNNECESSARY,LEFT,0.3778577,0.07566844,-0.1952417,-0.13084011,-0.21219325,-0.056953795,UP,0.3778577
"('NONE', 'NONE', 10, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",NONE,NONE,10,UNAVAILABLE,UNNECESSARY,DOWN,-1.201,0.5819386,-0.1011945,-0.0016958417,0.0,-0.101,RIGHT,0.5819386
"('NONE', 'NONE', 6, 'USELESS', 'UNNECESSARY', 'LEFT')",NONE,NONE,6,USELESS,UNNECESSARY,LEFT,-0.102162704,-0.028095288,0.07814944,-0.101,-0.051,-0.03841225,DOWN,0.07814944
"('COIN', 'UP', 7, 'USELESS', 'UNNECESSARY', 'BOMB')",COIN,UP,7,USELESS,UNNECESSARY,BOMB,0.0,0.0,0.0,0.0,-0.051,0.0,UP,0.0
"('ESCAPE', 'UP', 11, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",ESCAPE,UP,11,UNAVAILABLE,UNNECESSARY,LEFT,0.0,0.0,-0.101,0.79292303,0.0,0.0,LEFT,0.79292303
"('ESCAPE', 'UP', 11, 'GOOD_HIGH', 'UNSAFE', 'DOWN')",ESCAPE,UP,11,GOOD_HIGH,UNSAFE,DOWN,0.0,0.0,0.0,0.0,0.0,-0.501,UP,0.0
"('NONE', 'NONE', 11, 'USELESS', 'UNNECESSARY', 'WAIT')",NONE,NONE,11,USELESS,UNNECESSARY,WAIT,0.27723268,0.0,-0.101,-0.0029465908,0.0,-0.03373174,UP,0.27723268
"('NONE', 'NONE', 7, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",NONE,NONE,7,UNAVAILABLE,UNNECESSARY,BOMB,0.0,0.0,0.04322682,-0.0691162,-0.051,0.0,DOWN,0.04322682
"('NONE', 'NONE', 13, 'USELESS', 'UNNECESSARY', 'WAIT')",NONE,NONE,13,USELESS,UNNECESSARY,WAIT,0.0,-0.06947119,0.35439005,-0.0029252828,-0.051,-0.06616393,DOWN,0.35439005
"('NONE', 'NONE', 3, 'USELESS', 'UNNECESSARY', 'DOWN')",NONE,NONE,3,USELESS,UNNECESSARY,DOWN,-0.04902342,0.5746765,-0.19785486,-0.101,-0.051,-0.06588863,RIGHT,0.5746765
"('NONE', 'NONE', 3, 'USELESS', 'UNNECESSARY', 'WAIT')",NONE,NONE,3,USELESS,UNNECESSARY,WAIT,-0.0033565012,0.17459291,0.0,0.0,-0.051,-0.05982322,RIGHT,0.17459291
"('COIN', 'DOWN', 6, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",COIN,DOWN,6,UNAVAILABLE,UNNECESSARY,WAIT,0.0,0.0018554309,0.0,0.0,0.0,0.0,RIGHT,0.0018554309
"('COIN', 'UP', 9, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",COIN,UP,9,GOOD_HIGH,UNNECESSARY,DOWN,0.7629797,0.0,0.0,0.0,0.0,0.0,UP,0.7629797
"('BOMBING', 'RIGHT', 11, 'ATTACK', 'UNNECESSARY', 'DOWN')",BOMBING,RIGHT,11,ATTACK,UNNECESSARY,DOWN,0.0,0.0,-0.07383883,0.68691957,0.0,0.0,LEFT,0.68691957
"('ESCAPE', 'UP', 11, 'ATTACK', 'UNNECESSARY', 'DOWN')",ESCAPE,UP,11,ATTACK,UNNECESSARY,DOWN,0.0,0.0,0.0,0.0,0.0,0.98354083,BOMB,0.98354083
"('BOMBING', 'RIGHT', 14, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,14,GOOD_HIGH,UNNECESSARY,LEFT,-0.09781432,0.44645748,0.0,0.0,0.0,0.0,RIGHT,0.44645748
"('COIN', 'LEFT', 12, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",COIN,LEFT,12,UNAVAILABLE,UNNECESSARY,DOWN,0.0,0.0,0.7808544,0.0,0.0,0.0,DOWN,0.7808544
"('NONE', 'NONE', 14, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",NONE,NONE,14,UNAVAILABLE,UNNECESSARY,LEFT,-0.15677036,0.18614006,0.0,0.38695905,-0.051,-0.101,LEFT,0.38695905
"('NONE', 'NONE', 6, 'USELESS', 'UNNECESSARY', 'WAIT')",NONE,NONE,6,USELESS,UNNECESSARY,WAIT,-0.10204192,0.0,0.0,0.0,-0.051,-0.012378299,RIGHT,0.0
"('ESCAPE', 'RIGHT', 6, 'UNAVAILABLE', 'UNSAFE', 'LEFT')",ESCAPE,RIGHT,6,UNAVAILABLE,UNSAFE,LEFT,-0.50079143,0.0,0.5870551,0.0,0.0,0.0,DOWN,0.5870551
"('COIN', 'LEFT', 0, 'UNAVAILABLE', 'NECESSARY', 'LEFT')",COIN,LEFT,0,UNAVAILABLE,NECESSARY,LEFT,-0.017568022,-1.201,-0.101,-0.501,1.768156,-0.058122464,WAIT,1.768156
"('ESCAPE', 'UP', 9, 'GOOD_HIGH', 'UNSAFE', 'LEFT')",ESCAPE,UP,9,GOOD_HIGH,UNSAFE,LEFT,0.0,0.0,0.0,-0.001,0.0,0.0,UP,0.0
"('BOMBING', 'RIGHT', 2, 'ATTACK', 'UNNECESSARY', 'DOWN')",BOMBING,RIGHT,2,ATTACK,UNNECESSARY,DOWN,0.0,0.0,-0.096297085,0.0,0.0,0.53148764,BOMB,0.53148764
"('BOMBING', 'HERE', 6, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",BOMBING,HERE,6,UNAVAILABLE,UNNECESSARY,UP,-0.101,1.0456686,0.0,0.0,-0.04156811,0.0,RIGHT,1.0456686
"('BOMBING', 'HERE', 13, 'GOOD_HIGH', 'UNNECESSARY', 'BOMB')",BOMBING,HERE,13,GOOD_HIGH,UNNECESSARY,BOMB,0.0,0.0,0.0,0.17332444,0.0,0.0,LEFT,0.17332444
"('COIN', 'RIGHT', 14, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",COIN,RIGHT,14,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.0,0.0,0.34821844,0.0,0.0,LEFT,0.34821844
"('NONE', 'NONE', 14, 'ATTACK', 'UNNECESSARY', 'RIGHT')",NONE,NONE,14,ATTACK,UNNECESSARY,RIGHT,0.0,0.0,1.167658,0.072454914,0.0,0.0,DOWN,1.167658
"('NONE', 'NONE', 11, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",NONE,NONE,11,UNAVAILABLE,UNNECESSARY,BOMB,0.0,0.12634398,0.0,0.0,0.0,0.0,RIGHT,0.12634398
"('NONE', 'NONE', 11, 'ATTACK', 'UNNECESSARY', 'RIGHT')",NONE,NONE,11,ATTACK,UNNECESSARY,RIGHT,0.20487317,0.0053891838,-0.13278078,-0.02263383,-0.048924077,1.3860854,BOMB,1.3860854
"('NONE', 'NONE', 7, 'ATTACK', 'UNNECESSARY', 'LEFT')",NONE,NONE,7,ATTACK,UNNECESSARY,LEFT,0.02712295,0.0,-0.0042492803,0.024294026,-0.051,1.1432494,BOMB,1.1432494
"('NONE', 'NONE', 7, 'ATTACK', 'UNNECESSARY', 'WAIT')",NONE,NONE,7,ATTACK,UNNECESSARY,WAIT,0.0,0.0,0.114042684,-0.101,-0.051,0.0,DOWN,0.114042684
"('NONE', 'NONE', 3, 'ATTACK', 'UNNECESSARY', 'WAIT')",NONE,NONE,3,ATTACK,UNNECESSARY,WAIT,0.0,0.0,0.0,-0.101,-0.051,0.09830486,BOMB,0.09830486
"('BOMBING', 'DOWN', 1, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",BOMBING,DOWN,1,UNAVAILABLE,UNNECESSARY,WAIT,0.6159999,-0.045288593,-1.201,-0.101,-0.006213748,-0.09995837,UP,0.6159999
"('ESCAPE', 'LEFT', 8, 'USELESS', 'UNSAFE', 'LEFT')",ESCAPE,LEFT,8,USELESS,UNSAFE,LEFT,-0.601,-0.501,-0.601,0.22246063,-0.055090003,-0.651,LEFT,0.22246063
"('BOMBING', 'RIGHT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",BOMBING,RIGHT,8,UNAVAILABLE,UNNECESSARY,RIGHT,-0.060661543,-0.9519,-0.05678314,0.56746054,-0.038746558,-0.09800651,LEFT,0.56746054
"('NONE', 'NONE', 2, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",NONE,NONE,2,UNAVAILABLE,UNNECESSARY,WAIT,0.0,0.5271619,0.0,0.0,0.0,-0.030827845,RIGHT,0.5271619
"('NONE', 'NONE', 11, 'USELESS', 'UNNECESSARY', 'LEFT')",NONE,NONE,11,USELESS,UNNECESSARY,LEFT,0.0487879,0.16079314,-0.3637225,0.29255593,-0.25865445,-0.30386811,LEFT,0.29255593
"('NONE', 'NONE', 3, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",NONE,NONE,3,UNAVAILABLE,UNNECESSARY,DOWN,-0.023273967,0.94080347,-0.027851552,-0.15666074,-0.0969,-0.1919,RIGHT,0.94080347
